id,question,gt,predicted,sas,model
18_5,How is its rotation of Uranus different from other planets?,"Like Venus, Uranus rotates in the opposite direction as most other planets.",The rotation of Uranus is different from the rotational axis of other planets because it rotates twice as fast.,0.86,ultron-scai-qrecc21-test-dataset-2021-07-20-ultron-no-run-identifier-2021-09-04-17-16-58
18_6,What is peculiar about Uranus's seasons?,"For two 21-year seasons on Uranus – the winter-summer seasons – the poles of Uranus are pointed (more or less) either toward the sun, or away from it. During Uranus' winter-summer season, the winter side of the planet never sees the sun. It doesn't see the sun for 21 long years.","Near the summer and winter solstices, Uranus' hemispheres lie alternately either in full glare of the Sun's rays or facing deep space.",0.84,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
18_6,What is peculiar about Uranus's seasons?,"For two 21-year seasons on Uranus – the winter-summer seasons – the poles of Uranus are pointed (more or less) either toward the sun, or away from it. During Uranus' winter-summer season, the winter side of the planet never sees the sun. It doesn't see the sun for 21 long years.",Uranus has seasons because it is tilted on its side.,0.81,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
18_6,What is peculiar about Uranus's seasons?,"For two 21-year seasons on Uranus – the winter-summer seasons – the poles of Uranus are pointed (more or less) either toward the sun, or away from it. During Uranus' winter-summer season, the winter side of the planet never sees the sun. It doesn't see the sun for 21 long years.","Uranus's seasons are characterized by the Sun's shadow, which is visible from the planet's north pole.",0.84,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-15-19-36-31
19_1,What is chemical energy?,"Chemical energy is the potential of a chemical substance to undergo a transformation through a chemical reaction to transform other chemical substances. Examples include batteries, food, gasoline, and etc.",Chemical energy is the energy produced by chemical reactions.,0.9,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
19_1,What is chemical energy?,"Chemical energy is the potential of a chemical substance to undergo a transformation through a chemical reaction to transform other chemical substances. Examples include batteries, food, gasoline, and etc.",Chemical energy is a form of chemical energy.,0.92,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
19_1,What is chemical energy?,"Chemical energy is the potential of a chemical substance to undergo a transformation through a chemical reaction to transform other chemical substances. Examples include batteries, food, gasoline, and etc.","Chemical energy is the potential of a chemical substance to undergo a transformation through a chemical reaction to transform other chemical substances. Examples include batteries, food",0.99,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
19_1,What is chemical energy?,"Chemical energy is the potential of a chemical substance to undergo a transformation through a chemical reaction to transform other chemical substances. Examples include batteries, food, gasoline, and etc.","Chemical energy is energy that is stored in the bonds between chemical compounds, such as atoms and molecules.",0.86,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-07-57
19_1,What is chemical energy?,"Chemical energy is the potential of a chemical substance to undergo a transformation through a chemical reaction to transform other chemical substances. Examples include batteries, food, gasoline, and etc.",A person's chemical energy is called chemical energy.,0.81,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
19_1,What is chemical energy?,"Chemical energy is the potential of a chemical substance to undergo a transformation through a chemical reaction to transform other chemical substances. Examples include batteries, food, gasoline, and etc.",chemical energy is energy that is stored in the bonds between chemical compounds,0.82,rali-scai-qrecc21-test-dataset-rewritten-2021-07-20-rali-qa-no-run-identifier-2021-09-09-13-01-07
19_1,What is chemical energy?,"Chemical energy is the potential of a chemical substance to undergo a transformation through a chemical reaction to transform other chemical substances. Examples include batteries, food, gasoline, and etc.",chemical energy is the name of a chemical reaction that takes place when an active,0.87,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-BART-large-top1BM25-2021-09-13-17-47-43
19_3,How is a chemical reaction represented mathematically?,"A chemical reaction may be represented by a chemical equation, which indicates the number and type of each atom, as well as their organization into molecules or ions. A chemical equation uses the element symbols as shorthand notation for the elements, with arrows to indicate the direction of the reaction.",The symbolic representation of chemical reaction using symbols and formulae is known as Chemical Equation.,0.85,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
19_3,How is a chemical reaction represented mathematically?,"A chemical reaction may be represented by a chemical equation, which indicates the number and type of each atom, as well as their organization into molecules or ions. A chemical equation uses the element symbols as shorthand notation for the elements, with arrows to indicate the direction of the reaction.","A chemical reaction is represented in terms of the type of reaction and the reactivity of starting materials, and use appropriate symbols and formulae to represent the structure and bonding of chemical substances.",0.89,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
19_3,How is a chemical reaction represented mathematically?,"A chemical reaction may be represented by a chemical equation, which indicates the number and type of each atom, as well as their organization into molecules or ions. A chemical equation uses the element symbols as shorthand notation for the elements, with arrows to indicate the direction of the reaction.","A chemical reaction is represented mathematically through symbols and formulae to represent the structure and bonding of chemical substances, and use appropriate symbols and formulae to represent the type of reaction and the reactivity of starting materials.",0.9,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-04-10-39-42
19_3,How is a chemical reaction represented mathematically?,"A chemical reaction may be represented by a chemical equation, which indicates the number and type of each atom, as well as their organization into molecules or ions. A chemical equation uses the element symbols as shorthand notation for the elements, with arrows to indicate the direction of the reaction.",A chemical reaction is represented by the following equation:,0.82,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
19_3,How is a chemical reaction represented mathematically?,"A chemical reaction may be represented by a chemical equation, which indicates the number and type of each atom, as well as their organization into molecules or ions. A chemical equation uses the element symbols as shorthand notation for the elements, with arrows to indicate the direction of the reaction.","The chemical reaction is represented mathematically by symbols and formulae to represent the structure and bonding of chemical substances, and use appropriate symbols and formulae to represent the structure and bonding of chemical substances.",0.84,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-09-57
19_3,How is a chemical reaction represented mathematically?,"A chemical reaction may be represented by a chemical equation, which indicates the number and type of each atom, as well as their organization into molecules or ions. A chemical equation uses the element symbols as shorthand notation for the elements, with arrows to indicate the direction of the reaction.",A chemical reaction can be represented mathematically.,0.81,ultron-scai-qrecc21-test-dataset-2021-07-20-ultron-no-run-identifier-2021-09-04-17-16-58
19_6,What is a decomposition reaction?,A decomposition reaction is a type of chemical reaction in which one reactant yields two or more products.,A decomposition reaction is a chemical reaction in which a substance is broken down into its constituent parts.,0.94,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
19_6,What is a decomposition reaction?,A decomposition reaction is a type of chemical reaction in which one reactant yields two or more products.,A decomposition reaction is when a more complex substance breaks down into its more simple parts.,0.84,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
19_6,What is a decomposition reaction?,A decomposition reaction is a type of chemical reaction in which one reactant yields two or more products.,A decomposition reaction is a chemical reaction in which a compound is broken down into smaller components.,0.93,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
19_6,What is a decomposition reaction?,A decomposition reaction is a type of chemical reaction in which one reactant yields two or more products.,A decomposition reaction is a chemical reaction in which a compound is broken down into simpler or more complex elements.,0.95,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-07-57
19_6,What is a decomposition reaction?,A decomposition reaction is a type of chemical reaction in which one reactant yields two or more products.,A decomposition reaction is a chemical reaction in which a single compound breaks down into two or more simpler substances by a chemical reaction.,0.97,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
19_6,What is a decomposition reaction?,A decomposition reaction is a type of chemical reaction in which one reactant yields two or more products.,A decomposition reaction is a chemical reaction in which a chemical substance is broken down into its simpler components.,0.94,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-06-44
19_6,What is a decomposition reaction?,A decomposition reaction is a type of chemical reaction in which one reactant yields two or more products.,A decomposition reaction is a chemical reaction that involves the breakdown of a compound into smaller pieces.,0.93,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-04-10-39-42
19_6,What is a decomposition reaction?,A decomposition reaction is a type of chemical reaction in which one reactant yields two or more products.,It is a decomposition reaction.,0.88,simple-scai-qrecc21-test-dataset-rewritten-2021-07-20-scai-qrecc21-simple-baseline-no-run-identifier-2021-07-21-08-58-25
19_6,What is a decomposition reaction?,A decomposition reaction is a type of chemical reaction in which one reactant yields two or more products.,A decomposition reaction is a reaction in which a substance breaks down into smaller substances.,0.92,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
19_6,What is a decomposition reaction?,A decomposition reaction is a type of chemical reaction in which one reactant yields two or more products.,A decomposition reaction is a chemical reaction in which a compound is broken down into simpler elements.,0.93,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-09-57
19_6,What is a decomposition reaction?,A decomposition reaction is a type of chemical reaction in which one reactant yields two or more products.,A decomposition reaction is a chemical reaction in which a compound is broken down into its simpler components.,0.93,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-08-40
19_6,What is a decomposition reaction?,A decomposition reaction is a type of chemical reaction in which one reactant yields two or more products.,A decomposition reaction is a chemical reaction that involves the break down of a complex substance into smaller pieces.,0.93,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-04-10-38-07
19_7,How is a decomposition reaction a chemical change?,"Decomposition reactions are a type of chemical reaction that involves breaking down a compound into smaller compounds or individual elements. These reactions often involve an input of energy in the form of heat, light, or electricity to break down the compounds.","In decomposition reactions, a single compound breaks down into two or more simpler substances.",0.82,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
19_7,How is a decomposition reaction a chemical change?,"Decomposition reactions are a type of chemical reaction that involves breaking down a compound into smaller compounds or individual elements. These reactions often involve an input of energy in the form of heat, light, or electricity to break down the compounds.",A decomposition reaction is a chemical change.,0.89,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
19_7,How is a decomposition reaction a chemical change?,"Decomposition reactions are a type of chemical reaction that involves breaking down a compound into smaller compounds or individual elements. These reactions often involve an input of energy in the form of heat, light, or electricity to break down the compounds.",Decomposition is a chemical reaction in which chemical products are decomposed.,0.91,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
19_7,How is a decomposition reaction a chemical change?,"Decomposition reactions are a type of chemical reaction that involves breaking down a compound into smaller compounds or individual elements. These reactions often involve an input of energy in the form of heat, light, or electricity to break down the compounds.",Decomposition reactions involve the breaking down of a complex substance into two or more simpler substances.,0.87,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
19_7,How is a decomposition reaction a chemical change?,"Decomposition reactions are a type of chemical reaction that involves breaking down a compound into smaller compounds or individual elements. These reactions often involve an input of energy in the form of heat, light, or electricity to break down the compounds.",A decomposition reaction is a chemical change that occurs when a chemical is broken down into smaller pieces.,0.95,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-09-57
19_7,How is a decomposition reaction a chemical change?,"Decomposition reactions are a type of chemical reaction that involves breaking down a compound into smaller compounds or individual elements. These reactions often involve an input of energy in the form of heat, light, or electricity to break down the compounds.",A decomposition reaction is a chemical change of a substance.,0.92,ultron-scai-qrecc21-test-dataset-2021-07-20-ultron-no-run-identifier-2021-09-04-17-16-58
19_7,How is a decomposition reaction a chemical change?,"Decomposition reactions are a type of chemical reaction that involves breaking down a compound into smaller compounds or individual elements. These reactions often involve an input of energy in the form of heat, light, or electricity to break down the compounds.",A decomposition reaction is a chemical change in the chemistry of a substance.,0.93,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-06-09-21-43
19_7,How is a decomposition reaction a chemical change?,"Decomposition reactions are a type of chemical reaction that involves breaking down a compound into smaller compounds or individual elements. These reactions often involve an input of energy in the form of heat, light, or electricity to break down the compounds.",Decomposition is a chemical change that occurs when a chemical is decomposed.,0.87,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-08-40
19_7,How is a decomposition reaction a chemical change?,"Decomposition reactions are a type of chemical reaction that involves breaking down a compound into smaller compounds or individual elements. These reactions often involve an input of energy in the form of heat, light, or electricity to break down the compounds.",Decomposition is a chemical change that occurs when a chemical changes its physical state.,0.85,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-15-19-36-31
19_8,What is a synthesis reaction?,A combination reaction is a reaction where two or more elements or compounds combine to form a single compound. Such reactions may be represented by equations of the following form: X + Y → XY.,A combination reaction is a reaction where two or more elements or compounds combine to form a single compound. Such reactions may be represented by equations of,0.99,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
19_8,What is a synthesis reaction?,A combination reaction is a reaction where two or more elements or compounds combine to form a single compound. Such reactions may be represented by equations of the following form: X + Y → XY.,A synthesis reaction occurs when two or more substances combine to form a single compound. Elements or simpler compounds combine to form a more complex organic compound.,0.82,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
19_8,What is a synthesis reaction?,A combination reaction is a reaction where two or more elements or compounds combine to form a single compound. Such reactions may be represented by equations of the following form: X + Y → XY.,A synthesis reaction is a chemical reaction that involves the addition of two or more chemical groups to a single solution.,0.81,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-04-10-39-42
19_8,What is a synthesis reaction?,A combination reaction is a reaction where two or more elements or compounds combine to form a single compound. Such reactions may be represented by equations of the following form: X + Y → XY.,A synthesis reaction is a chemical reaction in which a mixture of two or more reactants is created.,0.83,ultron-scai-qrecc21-test-dataset-2021-07-20-ultron-no-run-identifier-2021-09-04-17-16-58
19_9,Tell me the differences between synthesis reaction and decomposition reaction.,"A synthesis reaction is a reaction in which two or more reactants combine to form a more complex substance. In other words: A + B --> AB. The opposite of a synthesis reaction is a decomposition reaction, which is a reaction in which a more complex substance is broken down into two or more smaller substances.","A combination reaction, also called a synthesis reaction occurs when two or more reactants combine to form a single compound.",0.88,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
19_9,Tell me the differences between synthesis reaction and decomposition reaction.,"A synthesis reaction is a reaction in which two or more reactants combine to form a more complex substance. In other words: A + B --> AB. The opposite of a synthesis reaction is a decomposition reaction, which is a reaction in which a more complex substance is broken down into two or more smaller substances.",A synthesis is a chemical reaction in which two substances combine to form a single compound. Decomposition occurs when two substances combine to form a simpler substance.,0.9,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
19_9,Tell me the differences between synthesis reaction and decomposition reaction.,"A synthesis reaction is a reaction in which two or more reactants combine to form a more complex substance. In other words: A + B --> AB. The opposite of a synthesis reaction is a decomposition reaction, which is a reaction in which a more complex substance is broken down into two or more smaller substances.",A synthesis reaction is a reaction in which two or more reactants combine to form a more complex substance. In other words: A + B,0.97,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
19_9,Tell me the differences between synthesis reaction and decomposition reaction.,"A synthesis reaction is a reaction in which two or more reactants combine to form a more complex substance. In other words: A + B --> AB. The opposite of a synthesis reaction is a decomposition reaction, which is a reaction in which a more complex substance is broken down into two or more smaller substances.",A synthesis reaction is a chemical reaction in which a compound is broken down into simpler or more complex elements.,0.96,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-07-57
19_9,Tell me the differences between synthesis reaction and decomposition reaction.,"A synthesis reaction is a reaction in which two or more reactants combine to form a more complex substance. In other words: A + B --> AB. The opposite of a synthesis reaction is a decomposition reaction, which is a reaction in which a more complex substance is broken down into two or more smaller substances.",A synthesis reaction occurs when two or more substances combine to form a single compound. A decomposition reaction occurs when two or more substances are broken down into simpler substances.,0.92,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
19_9,Tell me the differences between synthesis reaction and decomposition reaction.,"A synthesis reaction is a reaction in which two or more reactants combine to form a more complex substance. In other words: A + B --> AB. The opposite of a synthesis reaction is a decomposition reaction, which is a reaction in which a more complex substance is broken down into two or more smaller substances.",A synthesis reaction occurs when two or more substances combine to form a single compound. Elements or simpler compounds combine to form a more complex compound.,0.91,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-04-10-39-42
19_9,Tell me the differences between synthesis reaction and decomposition reaction.,"A synthesis reaction is a reaction in which two or more reactants combine to form a more complex substance. In other words: A + B --> AB. The opposite of a synthesis reaction is a decomposition reaction, which is a reaction in which a more complex substance is broken down into two or more smaller substances.",Synthesis is a chemical reaction in which a substance is synthesized by the use of a chemical reaction catalyst. Decomposition is a chemical reaction in which a substance is destroyed by the use of a chemical reaction catalyst.,0.86,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-09-57
20_3,Tell me about the phospholipid bilayer.,The lipid bilayer is a thin polar membrane made of two layers of lipid molecules. These membranes are flat sheets that form a continuous barrier around all cells.,A liposome is a small aqueous compartment surrounded by a lipid bilayer.,0.82,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
20_3,Tell me about the phospholipid bilayer.,The lipid bilayer is a thin polar membrane made of two layers of lipid molecules. These membranes are flat sheets that form a continuous barrier around all cells.,The lipid bilayer is a thin polar membrane made of two layers of lipid molecules.,0.96,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
20_3,Tell me about the phospholipid bilayer.,The lipid bilayer is a thin polar membrane made of two layers of lipid molecules. These membranes are flat sheets that form a continuous barrier around all cells.,The lipid bilayer (or phospholipid bilayer) is a thin polar membrane made of two layers of lipid molecules.,0.94,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
20_3,Tell me about the phospholipid bilayer.,The lipid bilayer is a thin polar membrane made of two layers of lipid molecules. These membranes are flat sheets that form a continuous barrier around all cells.,The lipid bilayer is a thin polar membrane made of two layers of lipid molecules. These membranes are flat sheets that form a,0.98,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
20_3,Tell me about the phospholipid bilayer.,The lipid bilayer is a thin polar membrane made of two layers of lipid molecules. These membranes are flat sheets that form a continuous barrier around all cells.,Phospholipid bilayer is a type of lipid bilayer that is a type of lipid membrane.,0.81,ultron-scai-qrecc21-test-dataset-2021-07-20-ultron-no-run-identifier-2021-09-04-17-16-58
21_1,What is weathering?,"Weathering is the breaking down of rocks, soil, and minerals as well as wood and artificial materials through contact with the Earth's atmosphere, water, and biological organisms.","Weathering is the breaking down of rocks, soil, and minerals as well as wood and artificial materials through contact with the Earth's atmosphere, water,",0.99,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
21_1,What is weathering?,"Weathering is the breaking down of rocks, soil, and minerals as well as wood and artificial materials through contact with the Earth's atmosphere, water, and biological organisms.","Weathering is breaking down rocks, soil, and minerals as well as wood and artificial materials by contacting the atmosphere, water, and biological organisms of the Earth.",0.96,simple-scai-qrecc21-test-dataset-rewritten-2021-07-20-scai-qrecc21-simple-baseline-no-run-identifier-2021-07-21-08-58-25
21_1,What is weathering?,"Weathering is the breaking down of rocks, soil, and minerals as well as wood and artificial materials through contact with the Earth's atmosphere, water, and biological organisms.",Weathering is the process by which rocks break down.,0.81,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
21_3,Tell me about chemical weathering.,"Chemical weathering is the process by which rocks are broken down by chemical reactions. ... When iron in rocks reacts with oxygen, it forms iron oxide, which weakens the rock.","Chemical weathering is the process by which rocks are broken down by chemical reactions.... When iron in rocks reacts with oxygen, it forms iron oxide",0.99,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
21_3,Tell me about chemical weathering.,"Chemical weathering is the process by which rocks are broken down by chemical reactions. ... When iron in rocks reacts with oxygen, it forms iron oxide, which weakens the rock.",Chemical weathering is the breakdown of rocks by the action of water and other chemicals.,0.88,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
21_3,Tell me about chemical weathering.,"Chemical weathering is the process by which rocks are broken down by chemical reactions. ... When iron in rocks reacts with oxygen, it forms iron oxide, which weakens the rock.",Chemical weathering is the process of weathering caused by the deposition of chemical substances in the Earth's crust.,0.81,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-15-19-36-31
21_4,How is chemical weathering different from biological weathering?,Biological weathering is weathering caused by plants and animals. Plants and animals release acid forming chemicals that cause weathering and also contribute to the breaking down of rocks and landforms.,Biological weathering is weathering caused by plants and animals. Plants and animals release acid forming chemicals that cause weathering and also contribute to the,0.98,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
21_4,How is chemical weathering different from biological weathering?,Biological weathering is weathering caused by plants and animals. Plants and animals release acid forming chemicals that cause weathering and also contribute to the breaking down of rocks and landforms.,"Chemical weathering involves the direct effect in the breakdown of rocks, soils and minerals of atmospheric chemicals or biologically produced chemicals also known as biological weathering.",0.85,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-04-10-39-42
21_4,How is chemical weathering different from biological weathering?,Biological weathering is weathering caused by plants and animals. Plants and animals release acid forming chemicals that cause weathering and also contribute to the breaking down of rocks and landforms.,Biological weathering is the breakdown of rocks by the action of living organisms.,0.81,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
21_5,Does weathering change the composition of rocks?,"Chemical weathering may change the size of pieces of rock materials, but definitely changes the composition. So one type of mineral changes into a different mineral.",Weathering changes the composition of rocks.,0.84,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
21_5,Does weathering change the composition of rocks?,"Chemical weathering may change the size of pieces of rock materials, but definitely changes the composition. So one type of mineral changes into a different mineral.","Chemical weathering changes the composition of rocks, often transforming them into different chemical reactions when water interacts with minerals.",0.85,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
21_5,Does weathering change the composition of rocks?,"Chemical weathering may change the size of pieces of rock materials, but definitely changes the composition. So one type of mineral changes into a different mineral.","Chemical Weathering Chemical weathering changes rock composition, often transforming them into different chemical reactions when water interacts with minerals.",0.85,simple-scai-qrecc21-test-dataset-rewritten-2021-07-20-scai-qrecc21-simple-baseline-no-run-identifier-2021-07-21-08-58-25
21_5,Does weathering change the composition of rocks?,"Chemical weathering may change the size of pieces of rock materials, but definitely changes the composition. So one type of mineral changes into a different mineral.","Weathering changes the composition of rocks, often transforming them into different chemical reactions when water interacts with minerals.",0.85,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-06-09-21-43
22_4,Where do most spices come from?,"Most spices are grown in the tropical regions of the world, with some thriving in the cool misty highlands. Many of the seed spices come from more temperate areas, such as coriander seed, which is grown in Northern India, Africa and the wheat producing areas of South Australia and Western New South Wales.","Most spices are grown in the tropical regions of the world, with some spices in the cool climates of South Africa and Western New South Wales.",0.92,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
22_4,Where do most spices come from?,"Most spices are grown in the tropical regions of the world, with some thriving in the cool misty highlands. Many of the seed spices come from more temperate areas, such as coriander seed, which is grown in Northern India, Africa and the wheat producing areas of South Australia and Western New South Wales.","Most spices are grown in the tropical regions of the world, with some thriving in the cool misty highlands. Most of the seed spices come",0.93,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
22_4,Where do most spices come from?,"Most spices are grown in the tropical regions of the world, with some thriving in the cool misty highlands. Many of the seed spices come from more temperate areas, such as coriander seed, which is grown in Northern India, Africa and the wheat producing areas of South Australia and Western New South Wales.","Most spices are grown in the tropical regions of the world, such as Northern India and the Middle East.",0.85,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
22_4,Where do most spices come from?,"Most spices are grown in the tropical regions of the world, with some thriving in the cool misty highlands. Many of the seed spices come from more temperate areas, such as coriander seed, which is grown in Northern India, Africa and the wheat producing areas of South Australia and Western New South Wales.","Most spices are grown in the tropical regions of the world, with some areas in the cool highlands.",0.89,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-06-44
22_4,Where do most spices come from?,"Most spices are grown in the tropical regions of the world, with some thriving in the cool misty highlands. Many of the seed spices come from more temperate areas, such as coriander seed, which is grown in Northern India, Africa and the wheat producing areas of South Australia and Western New South Wales.","Most spices are grown in the tropical regions of the world, such as coriander seed, wheat and Sumatra highlands.",0.9,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-04-10-39-42
22_4,Where do most spices come from?,"Most spices are grown in the tropical regions of the world, with some thriving in the cool misty highlands. Many of the seed spices come from more temperate areas, such as coriander seed, which is grown in Northern India, Africa and the wheat producing areas of South Australia and Western New South Wales.",Most spices are grown in the tropical highlands of Northern India and the cool-climate regions of South Africa and Western Australia.,0.88,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-05-06
22_4,Where do most spices come from?,"Most spices are grown in the tropical regions of the world, with some thriving in the cool misty highlands. Many of the seed spices come from more temperate areas, such as coriander seed, which is grown in Northern India, Africa and the wheat producing areas of South Australia and Western New South Wales.","most spices are grown in the tropical regions of the world, with some thriving in the",0.89,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-BART-large-top1BM25-2021-09-13-17-47-43
22_4,Where do most spices come from?,"Most spices are grown in the tropical regions of the world, with some thriving in the cool misty highlands. Many of the seed spices come from more temperate areas, such as coriander seed, which is grown in Northern India, Africa and the wheat producing areas of South Australia and Western New South Wales.","Most spices are grown in the tropical regions of the world, such as coriander seed, wheat and misty wheat highlands.",0.9,rachael-scai-qrecc21-test-dataset-rewritten-2021-07-20-rachael-no-run-identifier-2021-09-06-09-21-43
22_4,Where do most spices come from?,"Most spices are grown in the tropical regions of the world, with some thriving in the cool misty highlands. Many of the seed spices come from more temperate areas, such as coriander seed, which is grown in Northern India, Africa and the wheat producing areas of South Australia and Western New South Wales.",Most spices are grown in the tropical regions of the world.,0.86,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-08-40
